LEMMA	PROB
CHAR	0.0194613457408733
about	0.0008947745168217609
add	0.005771295633500358
address	0.0004921259842519685
admire	0.0009395132426628489
afraid	0.0009395132426628489
age	0.0006710808876163207
agree	0.0004921259842519685
all	0.0005368647100930566
annoy	0.0007605583392984968
answer	0.002013242662848962
anything	0.0008947745168217609
arm	0.00389226914817466
ask	0.015748031496062992
assure	0.0009395132426628489
aunt	0.0007158196134574087
back	0.001923765211166786
bag	0.0015658554044380817
be	0.012661059413027916
bear	0.001028990694345025
beauty	0.001028990694345025
become	0.00228167501789549
bedroom	0.0006710808876163207
begin	0.008097709377236936
believe	0.0007605583392984968
bent	0.0004921259842519685
best	0.0006263421617752326
bethink	0.0005816034359341446
bite	0.0007158196134574087
blame	0.0005368647100930566
body	0.0013869005010737293
book	0.0023711524695776663
boot	0.0006263421617752326
bow	0.0004921259842519685
boy	0.0012079455977093772
brain	0.0005368647100930566
break	0.0016553328561202576
breath	0.0004921259842519685
bring	0.002729062276306371
brother	0.0017000715819613457
brush	0.0017000715819613457
buy	0.0008947745168217609
call	0.00433965640658554
canvas	0.0005368647100930566
care	0.0010737294201861132
carry	0.0012079455977093772
catch	0.0017895490336435219
chair	0.003042233357193987
chance	0.0004921259842519685
change	0.0010737294201861132
cheek	0.0018790264853256978
child	0.0015658554044380817
choose	0.0005368647100930566
cigarette	0.0004921259842519685
climb	0.0005816034359341446
cloak	0.0008052970651395849
clothes	0.0005816034359341446
coat	0.0008052970651395849
come	0.014495347172512527
compare	0.0004921259842519685
consider	0.0006710808876163207
continue	0.00205798138869005
could	0.0004921259842519685
course	0.000984251968503937
cross	0.0018790264853256978
cry	0.004921259842519685
cup	0.000984251968503937
cut	0.0007605583392984968
daughter	0.0013421617752326415
day	0.000984251968503937
dead	0.0010737294201861132
decide	0.0006263421617752326
demand	0.0005368647100930566
describe	0.0004921259842519685
despise	0.0006710808876163207
die	0.0011184681460272012
dine	0.0004921259842519685
dislike	0.0004921259842519685
do	0.010021474588403722
dog	0.0010737294201861132
door	0.0012526843235504653
doubt	0.0004921259842519685
draw	0.0025053686471009306
dream	0.0009395132426628489
dress	0.0024158911954187544
drink	0.0006263421617752326
drop	0.0012079455977093772
ear	0.0014316392269148174
ease	0.0006263421617752326
eat	0.0008052970651395849
echo	0.0006263421617752326
enjoy	0.0005368647100930566
escape	0.0007158196134574087
exclaim	0.005100214745884037
expect	0.0007605583392984968
explain	0.0011632068718682891
eye	0.012929491768074446
face	0.0061739441660701505
fail	0.0006263421617752326
fall	0.00183428775948461
family	0.0005368647100930566
father	0.0051896921975662135
feel	0.016150680028632784
feeling	0.0010737294201861132
fetch	0.0005816034359341446
figure	0.0006710808876163207
find	0.00433965640658554
finger	0.0027738010021474586
finish	0.0006710808876163207
fling	0.0008500357909806728
flower	0.0008947745168217609
follow	0.002997494631352899
foot	0.003847530422333572
force	0.0006710808876163207
forehead	0.0011632068718682891
forget	0.001923765211166786
fork	0.0006710808876163207
free	0.0005368647100930566
friend	0.0014316392269148174
gaze	0.0012974230493915534
get	0.0063976377952755905
girl	0.0006263421617752326
give	0.00845561918396564
glad	0.0008947745168217609
glance	0.0023711524695776663
glass	0.0028185397279885467
glove	0.001028990694345025
go	0.0194613457408733
good	0.0006263421617752326
grandmother	0.0005816034359341446
grow	0.0012526843235504653
guess	0.0008052970651395849
hair	0.002863278453829635
half	0.0005368647100930566
hand	0.021877236936292056
handkerchief	0.0004921259842519685
happy	0.0006263421617752326
hat	0.0018790264853256978
hate	0.0009395132426628489
have	0.019774516821760915
he	0.0011184681460272012
head	0.008142448103078024
hear	0.006800286327845383
heart	0.0011632068718682891
help	0.002863278453829635
herself	0.0016105941302791697
hesitate	0.000984251968503937
hide	0.0007158196134574087
himself	0.0012526843235504653
hold	0.0046528274874731565
hope	0.0007605583392984968
horse	0.0004921259842519685
house	0.000984251968503937
hum	0.0007605583392984968
hurry	0.0005368647100930566
husband	0.0033106657122405152
i	0.0012526843235504653
imitate	0.0004921259842519685
interrupt	0.001923765211166786
it	0.005994989262705798
jerk	0.0005816034359341446
jump	0.0008500357909806728
keep	0.0024158911954187544
kill	0.0005368647100930566
kiss	0.0017448103078024338
knee	0.002639584824624195
knife	0.0008947745168217609
know	0.011363636363636364
laugh	0.0046528274874731565
lay	0.004071224051539012
lead	0.0011184681460272012
lean	0.0017448103078024338
leap	0.0007605583392984968
leave	0.0056370794559770935
leg	0.0014316392269148174
let	0.0021474588403722263
letter	0.0015658554044380817
lie	0.0016105941302791697
life	0.0034896206156048676
lift	0.0005368647100930566
light	0.0006710808876163207
like	0.006710808876163207
line	0.0004921259842519685
lip	0.0024606299212598425
listen	0.002639584824624195
little	0.0008052970651395849
live	0.0012526843235504653
look	0.026127415891195417
lose	0.001923765211166786
love	0.005547602004294917
make	0.0076055833929849674
man	0.0017000715819613457
manner	0.0008947745168217609
marry	0.0031317108088761633
mean	0.002997494631352899
meet	0.0016553328561202576
mind	0.0054133858267716535
miss	0.0006263421617752326
moment	0.0005816034359341446
mother	0.005010737294201861
mouth	0.0008500357909806728
move	0.0012974230493915534
murmur	0.0033106657122405152
muse	0.0008500357909806728
mutter	0.001028990694345025
name	0.0017895490336435219
neck	0.0006710808876163207
need	0.0008500357909806728
