LEMMA	PROB
CHAR	0.013501549358123064
able	0.0025453740593182825
account	0.0015493581230633024
acknowledge	0.0018813634351482957
acquaintance	0.0017706949977866313
add	0.003873395307658256
address	0.00199203187250996
admire	0.0018813634351482957
affection	0.0018813634351482957
agitation	0.001217352810978309
agree	0.001217352810978309
allow	0.00398406374501992
amuse	0.001438689685701638
answer	0.006418769366976538
appearance	0.001217352810978309
arm	0.0017706949977866313
ashamed	0.00199203187250996
ask	0.005090748118636565
assure	0.0027667109340416113
astonishment	0.0017706949977866313
attempt	0.0018813634351482957
attend	0.0018813634351482957
attention	0.003873395307658256
aunt	0.006750774679061532
avoid	0.0015493581230633024
aware	0.001217352810978309
be	0.012837538733953076
bear	0.0021027003098716248
begin	0.00796812749003984
believe	0.0076361221779548474
blush	0.0027667109340416113
bring	0.002213368747233289
brother	0.0063081009296148734
call	0.0021027003098716248
catch	0.0021027003098716248
change	0.00199203187250996
character	0.0013280212483399733
cheek	0.0016600265604249668
colour	0.0021027003098716248
come	0.0035413899955732625
comfort	0.0017706949977866313
companion	0.0025453740593182825
conduct	0.0013280212483399733
consider	0.002877379371403276
continue	0.003209384683488269
convince	0.002877379371403276
could	0.007082779991146525
countenance	0.0016600265604249668
cousin	0.0036520584329349268
cry	0.012948207171314742
curiosity	0.0016600265604249668
dare	0.002434705621956618
daughter	0.001217352810978309
dear	0.009296148738379814
delight	0.001217352810978309
delighted	0.001438689685701638
desire	0.001217352810978309
determine	0.0026560424966799467
disposition	0.001217352810978309
distinguish	0.0013280212483399733
distress	0.0018813634351482957
do	0.012837538733953076
doubt	0.00298804780876494
draw	0.0026560424966799467
dread	0.001217352810978309
endeavour	0.0016600265604249668
engage	0.0015493581230633024
enter	0.002213368747233289
exclaim	0.0015493581230633024
expect	0.004648074369189907
expectation	0.001438689685701638
express	0.001438689685701638
eye	0.009738822487826471
face	0.00298804780876494
family	0.003209384683488269
fancy	0.00298804780876494
father	0.013722886232846392
fear	0.003209384683488269
feel	0.026781761841522797
feeling	0.01018149623727313
find	0.01759628154050465
finish	0.001438689685701638
follow	0.0023240371845949536
force	0.002434705621956618
foresee	0.001438689685701638
forget	0.0021027003098716248
forgive	0.0015493581230633024
friend	0.010624169986719787
get	0.002213368747233289
give	0.011730854360336431
glad	0.002434705621956618
go	0.011730854360336431
good	0.0018813634351482957
grow	0.002877379371403276
