LEMMA	PROB
's	4.6873535202024934e-05
CHAR	0.008813243607876385
a	0.0001620193934156949
ab	9.782302998683465e-05
abandon	0.00012737373696202427
abandonment	1.222787874835433e-05
abdomen	0.00012024080769215093
ability	0.00015284848435442915
able	0.0008763313102987271
about	0.0005726723213812612
absence	8.457616134278413e-05
absent	1.1208888852658136e-05
absorb	3.8721616036455386e-05
abuse	3.158868676658202e-05
accelerate	1.426585853974672e-05
accent	7.438626238582218e-05
accept	0.00036276040286784515
acceptance	2.1398787809620078e-05
access	7.948121186430315e-05
accident	6.215838363746785e-05
accommodate	1.83418181225315e-05
accompany	8.559515123848031e-05
accomplice	1.9360808018227693e-05
accomplish	1.630383833113911e-05
account	7.3367272490126e-05
accusation	1.83418181225315e-05
accuse	0.0001059749491524042
accustom	1.83418181225315e-05
ace	1.630383833113911e-05
ache	0.00012125979758784711
achieve	1.83418181225315e-05
acknowledge	0.000141639595501771
acquaintance	1.1208888852658136e-05
acquire	2.5474747392404856e-05
act	0.0003179248474572126
action	0.00020481696903493506
activity	1.83418181225315e-05
adamant	2.649373728810105e-05
add	0.0010587305016283458
addict	2.7512727183797244e-05
addiction	2.649373728810105e-05
address	0.00018545616101670737
adjust	0.00017934222164253018
admire	0.0001232977773792395
admission	3.6683636245063e-05
admit	0.0006490965635584758
admonish	3.56646463493668e-05
adopt	7.744323207291077e-05
adorable	3.464565645367061e-05
adore	0.00011412686831797376
adrenaline	1.3246868644050525e-05
adult	1.5284848435442915e-05
advance	5.706343415898688e-05
advantage	5.706343415898688e-05
adventure	2.853171707949344e-05
advice	8.763313102987271e-05
advise	0.0001080129289437966
affair	4.075959582784777e-05
affect	0.0001263547470663281
affection	5.29874745762021e-05
affirm	1.426585853974672e-05
afford	9.782302998683465e-05
afraid	0.0003016210091260735
afternoon	1.7322828226835304e-05
aftershave	1.7322828226835304e-05
again	0.00014571555508455578
age	0.00015386747425012533
agency	1.9360808018227693e-05
agenda	1.9360808018227693e-05
agent	7.3367272490126e-05
aggressive	1.222787874835433e-05
agitate	2.5474747392404856e-05
agony	1.222787874835433e-05
agree	0.0008763313102987271
agreement	5.502545436759449e-05
aid	2.3436767601012467e-05
aim	9.986100977822704e-05
air	9.476606029974607e-05
aisle	1.1208888852658136e-05
alarm	4.891151499341732e-05
alert	6.623434322025262e-05
alibi	1.7322828226835304e-05
alive	0.00022621575684455514
all	0.00040657696838278153
allergic	1.222787874835433e-05
allow	0.0008039830277042973
ally	1.9360808018227693e-05
alone	0.00013348767633620146
already	1.426585853974672e-05
alright	1.9360808018227693e-05
alter	1.426585853974672e-05
alternate	1.5284848435442915e-05
amaze	4.993050488911352e-05
amazing	9.986100977822704e-05
amber	1.222787874835433e-05
amble	2.7512727183797244e-05
amend	3.362666655797441e-05
amount	3.464565645367061e-05
amuse	5.29874745762021e-05
amusement	5.196848468050591e-05
analysis	1.222787874835433e-05
analyze	1.630383833113911e-05
anatomy	1.630383833113911e-05
ancestor	1.3246868644050525e-05
anchor	3.362666655797441e-05
angel	3.56646463493668e-05
anger	0.00027512727183797244
angle	9.170909061265749e-05
angry	0.0002486335345498714
anguish	1.1208888852658136e-05
animal	3.464565645367061e-05
ankle	0.0001773042418511378
announce	0.0002690133324637953
announcement	2.5474747392404856e-05
annoy	6.623434322025262e-05
annoyance	4.2797575619240156e-05
annoyed	2.3436767601012467e-05
annoying	1.9360808018227693e-05
another	5.196848468050591e-05
answer	0.0019442327209883386
antic	2.5474747392404856e-05
anticipate	4.3816565514936354e-05
antsy	1.5284848435442915e-05
anxiety	5.502545436759449e-05
anxious	5.706343415898688e-05
any	8.457616134278413e-05
anyone	0.00012125979758784711
anything	0.000561463432528603
apartment	0.0005675773719027803
apologetic	1.426585853974672e-05
apologize	8.763313102987271e-05
apology	5.094949478480971e-05
appal	1.3246868644050525e-05
appeal	2.445575749670866e-05
appear	0.0005319127255534134
appearance	0.00014571555508455578
appetite	3.362666655797441e-05
apple	3.8721616036455386e-05
apply	6.827232301164502e-05
appoint	1.3246868644050525e-05
appointment	5.40064644718983e-05
appraise	1.9360808018227693e-05
appreciate	0.00018851313070379595
appreciation	1.630383833113911e-05
approach	0.0005726723213812612
approval	5.8082424054683075e-05
approve	6.725333311594882e-05
apron	4.891151499341732e-05
arch	0.00030365898891746587
arched	1.3246868644050525e-05
area	6.113939374177166e-05
argue	0.0002527094941326562
argument	3.6683636245063e-05
arm	0.007964425024761454
armor	2.1398787809620078e-05
armpit	2.649373728810105e-05
army	1.3246868644050525e-05
around	3.362666655797441e-05
arousal	8.457616134278413e-05
arouse	4.789252509772113e-05
arrange	8.763313102987271e-05
arrangement	1.630383833113911e-05
arrest	9.476606029974607e-05
arrival	5.094949478480971e-05
arrive	0.00038314020078176905
arrogance	1.7322828226835304e-05
arrogant	1.9360808018227693e-05
arrow	1.7322828226835304e-05
arse	2.2417777705316273e-05
art	3.158868676658202e-05
article	3.260767666227822e-05
artist	1.426585853974672e-05
as	4.075959582784777e-05
ascend	1.222787874835433e-05
ashamed	2.445575749670866e-05
ask	0.012082163193269775
asleep	0.0001956460599736693
aspect	1.1208888852658136e-05
ass	0.001128021814535687
assault	4.993050488911352e-05
assert	1.222787874835433e-05
assertion	1.3246868644050525e-05
assess	5.094949478480971e-05
assessment	3.56646463493668e-05
asset	2.2417777705316273e-05
asshole	0.00010189898956961942
assign	4.075959582784777e-05
assignment	3.362666655797441e-05
assist	3.464565645367061e-05
assistance	2.5474747392404856e-05
assistant	0.00010495595925670802
associate	4.891151499341732e-05
association	1.222787874835433e-05
assume	0.00020991191851341603
assumption	2.445575749670866e-05
assurance	1.5284848435442915e-05
assure	0.0005573874729458183
astonishment	1.3246868644050525e-05
attach	5.40064644718983e-05
attack	0.0001956460599736693
attacker	3.8721616036455386e-05
attempt	0.00033015272620556693
attend	8.86521209255689e-05
