LEMMA	PROB
freeze	9.944971159583638e-05
machine	9.944971159583638e-05
rescue	9.944971159583638e-05
block	9.841377710004642e-05
complete	9.841377710004642e-05
field	9.841377710004642e-05
load	9.841377710004642e-05
neighbour	9.841377710004642e-05
piss	9.841377710004642e-05
scowl	9.841377710004642e-05
spring	9.841377710004642e-05
strip	9.841377710004642e-05
trunk	9.841377710004642e-05
wine	9.841377710004642e-05
confide	9.737784260425644e-05
dark	9.737784260425644e-05
date	9.737784260425644e-05
doorway	9.737784260425644e-05
grimace	9.737784260425644e-05
quick	9.737784260425644e-05
sandwich	9.737784260425644e-05
scold	9.737784260425644e-05
theory	9.737784260425644e-05
venture	9.737784260425644e-05
anyone	9.634190810846648e-05
energy	9.634190810846648e-05
express	9.634190810846648e-05
hoist	9.634190810846648e-05
hunch	9.634190810846648e-05
identify	9.634190810846648e-05
interview	9.634190810846648e-05
late	9.634190810846648e-05
sentence	9.634190810846648e-05
temper	9.634190810846648e-05
village	9.634190810846648e-05
beam	9.530597361267652e-05
bill	9.530597361267652e-05
cottage	9.530597361267652e-05
crush	9.530597361267652e-05
egg	9.530597361267652e-05
hotel	9.530597361267652e-05
luck	9.530597361267652e-05
pity	9.530597361267652e-05
resent	9.530597361267652e-05
shy	9.530597361267652e-05
succeed	9.530597361267652e-05
vanish	9.530597361267652e-05
choke	9.427003911688656e-05
furious	9.427003911688656e-05
gown	9.427003911688656e-05
in	9.427003911688656e-05
language	9.427003911688656e-05
lesson	9.427003911688656e-05
pad	9.427003911688656e-05
poem	9.427003911688656e-05
reaction	9.427003911688656e-05
skip	9.427003911688656e-05
spare	9.427003911688656e-05
twenty	9.427003911688656e-05
file	9.32341046210966e-05
guard	9.32341046210966e-05
laughter	9.32341046210966e-05
mare	9.32341046210966e-05
mistress	9.32341046210966e-05
mount	9.32341046210966e-05
prevent	9.32341046210966e-05
role	9.32341046210966e-05
serious	9.32341046210966e-05
shower	9.32341046210966e-05
advice	9.219817012530664e-05
bounce	9.219817012530664e-05
daddy	9.219817012530664e-05
grave	9.219817012530664e-05
judge	9.219817012530664e-05
persist	9.219817012530664e-05
prove	9.219817012530664e-05
pulse	9.219817012530664e-05
reflect	9.219817012530664e-05
annoy	9.116223562951668e-05
board	9.116223562951668e-05
cage	9.116223562951668e-05
cat	9.116223562951668e-05
contemplate	9.116223562951668e-05
descend	9.116223562951668e-05
envy	9.116223562951668e-05
hook	9.116223562951668e-05
image	9.116223562951668e-05
perch	9.116223562951668e-05
shot	9.116223562951668e-05
version	9.116223562951668e-05
yawn	9.116223562951668e-05
anxious	9.012630113372672e-05
computer	9.012630113372672e-05
cot	9.012630113372672e-05
drown	9.012630113372672e-05
impression	9.012630113372672e-05
slump	9.012630113372672e-05
smack	9.012630113372672e-05
stroll	9.012630113372672e-05
tree	9.012630113372672e-05
commit	8.909036663793676e-05
maintain	8.909036663793676e-05
match	8.909036663793676e-05
meeting	8.909036663793676e-05
niece	8.909036663793676e-05
paw	8.909036663793676e-05
shame	8.909036663793676e-05
size	8.909036663793676e-05
tempt	8.909036663793676e-05
tilted	8.909036663793676e-05
birth	8.805443214214678e-05
challenge	8.805443214214678e-05
courage	8.805443214214678e-05
group	8.805443214214678e-05
occupy	8.805443214214678e-05
okay	8.805443214214678e-05
pronounce	8.805443214214678e-05
trap	8.805443214214678e-05
usher	8.805443214214678e-05
waste	8.805443214214678e-05
apron	8.701849764635682e-05
backpack	8.701849764635682e-05
behave	8.701849764635682e-05
cabin	8.701849764635682e-05
calf	8.701849764635682e-05
cradle	8.701849764635682e-05
fumble	8.701849764635682e-05
hum	8.701849764635682e-05
instruction	8.701849764635682e-05
journey	8.701849764635682e-05
noise	8.701849764635682e-05
possession	8.701849764635682e-05
project	8.701849764635682e-05
radio	8.701849764635682e-05
relief	8.701849764635682e-05
reveal	8.701849764635682e-05
stab	8.701849764635682e-05
toast	8.701849764635682e-05
favorite	8.598256315056686e-05
few	8.598256315056686e-05
panic	8.598256315056686e-05
scrape	8.598256315056686e-05
shed	8.598256315056686e-05
shorts	8.598256315056686e-05
soldier	8.598256315056686e-05
week	8.598256315056686e-05
assistant	8.49466286547769e-05
bind	8.49466286547769e-05
clothing	8.49466286547769e-05
funeral	8.49466286547769e-05
gain	8.49466286547769e-05
major	8.49466286547769e-05
situation	8.49466286547769e-05
stoop	8.49466286547769e-05
underwear	8.49466286547769e-05
bar	8.391069415898694e-05
compose	8.391069415898694e-05
confirm	8.391069415898694e-05
murder	8.391069415898694e-05
pile	8.391069415898694e-05
rip	8.391069415898694e-05
scramble	8.391069415898694e-05
screw	8.391069415898694e-05
singing	8.391069415898694e-05
whistle	8.391069415898694e-05
approve	8.287475966319698e-05
bundle	8.287475966319698e-05
defend	8.287475966319698e-05
lady	8.287475966319698e-05
missus	8.287475966319698e-05
shrink	8.287475966319698e-05
stone	8.287475966319698e-05
sway	8.287475966319698e-05
sweat	8.287475966319698e-05
van	8.287475966319698e-05
adore	8.183882516740702e-05
affect	8.183882516740702e-05
dish	8.183882516740702e-05
heave	8.183882516740702e-05
loss	8.183882516740702e-05
morning	8.183882516740702e-05
react	8.183882516740702e-05
undo	8.183882516740702e-05
whip	8.183882516740702e-05
