LEMMA	PROB
CHAR	0.007424179975061433
a	0.00014086638041226895
ab	0.0001565182004580766
abandon	8.608501025194213e-05
abdomen	0.00014869229043517276
ability	0.00015912683713237787
able	0.0008269378257535047
about	0.0006338987118552102
absence	0.00011738865034355744
absorb	4.695546013742298e-05
accent	7.043319020613447e-05
accept	0.0003260795842876596
acceptance	2.8695003417314045e-05
access	0.0001356491070636664
accident	3.912955011451915e-05
accompany	7.565046355473702e-05
account	5.478137016032681e-05
accuse	9.130228360054469e-05
accustom	2.8695003417314045e-05
ache	0.00015130092710947404
acknowledge	0.0001356491070636664
act	0.00036781777107648
action	0.00023738593736141617
add	0.0008165032790562996
address	0.00015130092710947404
adjust	0.00018521320387539065
admire	0.0001356491070636664
admission	6.260728018323064e-05
admit	0.0005895518883920885
adopt	3.912955011451915e-05
adorable	4.695546013742298e-05
adore	0.00011738865034355744
advance	6.78245535318332e-05
advantage	6.260728018323064e-05
adventure	2.8695003417314045e-05
advice	4.695546013742298e-05
advise	5.478137016032681e-05
affair	3.130364009161532e-05
affect	0.00016434411048098043
affection	7.565046355473702e-05
afford	7.043319020613447e-05
afraid	0.0002791241241502366
again	0.00013304047038936511
age	6.521591685753192e-05
agent	5.739000683462809e-05
agree	0.0007382441788272613
agreement	6.78245535318332e-05
aim	0.00010695410364635234
air	8.608501025194213e-05
alarm	5.999864350892936e-05
alert	6.78245535318332e-05
alive	0.00016434411048098043
all	0.0003860782277965889
allow	0.0008373723724507098
alone	0.00010695410364635234
amaze	5.739000683462809e-05
amazing	0.00010173683029774979
amend	3.6520913440217876e-05
amount	3.130364009161532e-05
amuse	6.260728018323064e-05
amusement	5.999864350892936e-05
anchor	2.8695003417314045e-05
angel	3.6520913440217876e-05
anger	0.0003052104908932494
angle	0.00011478001366925618
angry	0.00028434139749883915
ankle	0.00017217002050388426
announce	0.0001565182004580766
announcement	2.8695003417314045e-05
annoy	8.869364692624341e-05
annoyance	3.130364009161532e-05
another	4.1738186788820426e-05
answer	0.001972129325771765
anticipate	4.9564096811724255e-05
anxiety	4.1738186788820426e-05
anxious	3.912955011451915e-05
any	9.391092027484597e-05
anyone	9.651955694914723e-05
anything	0.0005008582414658451
apartment	0.0006078123451121975
apologize	9.651955694914723e-05
apology	5.217273348602553e-05
appear	0.00038868686447089023
appearance	0.00013043183371506384
appetite	2.8695003417314045e-05
apple	5.739000683462809e-05
apply	6.78245535318332e-05
appreciate	0.00017477865717818554
approach	0.0005060755148144477
approval	5.217273348602553e-05
approve	3.6520913440217876e-05
arch	0.0002999932175446468
area	5.478137016032681e-05
argue	0.0002243427539899098
argument	3.6520913440217876e-05
arm	0.009933688455739262
armpit	3.39122767659166e-05
arousal	0.00011738865034355744
arouse	5.478137016032681e-05
arrange	8.869364692624341e-05
arrest	4.695546013742298e-05
arrival	4.4346823463121705e-05
arrive	0.0002712982141273328
arrogance	2.8695003417314045e-05
arrogant	2.8695003417314045e-05
art	4.1738186788820426e-05
as	3.130364009161532e-05
ask	0.010867580385139118
asleep	0.00015912683713237787
ass	0.0011060619499037414
assault	5.999864350892936e-05
assess	3.6520913440217876e-05
asshole	0.00010434546697205107
assignment	2.8695003417314045e-05
assist	3.912955011451915e-05
assistant	3.130364009161532e-05
associate	5.478137016032681e-05
assume	0.00020347366059549957
assumption	3.912955011451915e-05
assure	0.0004799891480714349
attach	5.739000683462809e-05
attack	0.00015390956378377531
attacker	2.8695003417314045e-05
attempt	0.00028695003417314045
attend	7.043319020613447e-05
attention	0.001150408773366863
attitude	0.00010173683029774979
attract	6.521591685753192e-05
attraction	6.521591685753192e-05
attractive	8.347637357764085e-05
aunt	3.39122767659166e-05
aura	6.78245535318332e-05
avert	5.217273348602553e-05
avoid	0.0002817327608245379
await	3.39122767659166e-05
awake	0.0002112995706184034
awaken	6.521591685753192e-05
aware	0.0002347773006871149
awkward	3.130364009161532e-05
baby	0.00017477865717818554
back	0.0035686149704441464
background	3.912955011451915e-05
backpack	7.043319020613447e-05
backside	8.086773690333957e-05
bad	0.00017477865717818554
bag	0.0005217273348602553
bait	2.8695003417314045e-05
balance	0.00011478001366925618
ball	0.00037303504442508256
band	5.217273348602553e-05
bang	5.478137016032681e-05
bar	0.00013304047038936511
bare	0.00010173683029774979
bark	0.00021651684396700597
base	3.130364009161532e-05
basket	3.39122767659166e-05
bastard	7.304182688043575e-05
bat	5.739000683462809e-05
bathroom	8.869364692624341e-05
